Entity,Code,Day,new_vaccinations_smoothed_per_million
Colombia,COL,2021-03-07,0.047400000000000005
Colombia,COL,2021-03-08,0.046900000000000004
Colombia,COL,2021-03-09,0.0656
Colombia,COL,2021-03-10,0.0811
Colombia,COL,2021-03-11,0.1075
Colombia,COL,2021-03-12,0.1274
Colombia,COL,2021-03-13,0.1437
Colombia,COL,2021-03-14,0.1527
Colombia,COL,2021-03-15,0.16790000000000002
Colombia,COL,2021-03-16,0.16090000000000002
Colombia,COL,2021-03-17,0.15280000000000002
Colombia,COL,2021-03-18,0.1368
Colombia,COL,2021-03-19,0.1231
Colombia,COL,2021-03-20,0.11220000000000001
Colombia,COL,2021-03-21,0.1044
Colombia,COL,2021-03-22,0.091
Colombia,COL,2021-03-23,0.09090000000000001
Colombia,COL,2021-03-24,0.1014
Colombia,COL,2021-03-25,0.11230000000000001
Colombia,COL,2021-03-26,0.13040000000000002
Colombia,COL,2021-03-27,0.153
Colombia,COL,2021-03-28,0.1695
Colombia,COL,2021-03-29,0.2041
Colombia,COL,2021-03-30,0.23070000000000002
Colombia,COL,2021-03-31,0.2409
Colombia,COL,2021-04-01,0.2315
Colombia,COL,2021-04-02,0.20770000000000002
Colombia,COL,2021-04-03,0.1836
Colombia,COL,2021-04-04,0.16540000000000002
Colombia,COL,2021-04-05,0.14450000000000002
Colombia,COL,2021-04-06,0.1303
Colombia,COL,2021-04-07,0.1258
Colombia,COL,2021-04-08,0.1437
Colombia,COL,2021-04-09,0.1713
Colombia,COL,2021-04-10,0.1854
Colombia,COL,2021-04-11,0.19640000000000002
Colombia,COL,2021-04-12,0.1948
Colombia,COL,2021-04-13,0.2147
Colombia,COL,2021-04-14,0.2144
Colombia,COL,2021-04-15,0.1993
Colombia,COL,2021-04-16,0.18080000000000002
Colombia,COL,2021-04-17,0.1869
Colombia,COL,2021-04-18,0.1859
Colombia,COL,2021-04-19,0.1947
Colombia,COL,2021-04-20,0.1767
Colombia,COL,2021-04-21,0.1898
Colombia,COL,2021-04-22,0.1971
Colombia,COL,2021-04-23,0.20450000000000002
Colombia,COL,2021-04-24,0.1947
Colombia,COL,2021-04-25,0.19140000000000001
Colombia,COL,2021-04-26,0.1885
Colombia,COL,2021-04-27,0.18130000000000002
Colombia,COL,2021-04-28,0.16390000000000002
Colombia,COL,2021-04-29,0.1683
Colombia,COL,2021-04-30,0.18760000000000002
Colombia,COL,2021-05-01,0.19990000000000002
Colombia,COL,2021-05-02,0.2159
Colombia,COL,2021-05-03,0.24070000000000003
Colombia,COL,2021-05-04,0.2655
Colombia,COL,2021-05-05,0.2896
Colombia,COL,2021-05-06,0.30810000000000004
Colombia,COL,2021-05-07,0.31170000000000003
Colombia,COL,2021-05-08,0.312
Colombia,COL,2021-05-09,0.3176
Colombia,COL,2021-05-10,0.30410000000000004
Colombia,COL,2021-05-11,0.30960000000000004
Colombia,COL,2021-05-12,0.31020000000000003
Colombia,COL,2021-05-13,0.3154
Colombia,COL,2021-05-14,0.3124
Colombia,COL,2021-05-15,0.323
Colombia,COL,2021-05-16,0.3111
Colombia,COL,2021-05-17,0.2973
Colombia,COL,2021-05-18,0.2933
Colombia,COL,2021-05-19,0.28400000000000003
Colombia,COL,2021-05-20,0.2707
Comoros,COM,2021-04-22,0.1658
Comoros,COM,2021-04-23,0.1658
Comoros,COM,2021-04-24,0.1658
Comoros,COM,2021-04-25,0.1658
Comoros,COM,2021-04-26,0.1658
Comoros,COM,2021-04-27,0.1658
Comoros,COM,2021-04-28,0.1658
Comoros,COM,2021-04-29,0.1658
Comoros,COM,2021-04-30,0.1658
Comoros,COM,2021-05-01,0.1658
Comoros,COM,2021-05-02,0.1658
Comoros,COM,2021-05-03,0.1658
Comoros,COM,2021-05-04,0.1658
Comoros,COM,2021-05-05,0.1658
Comoros,COM,2021-05-06,0.1658
Comoros,COM,2021-05-07,0.1658
Comoros,COM,2021-05-08,0.1658
Comoros,COM,2021-05-09,0.1658
Comoros,COM,2021-05-10,0.1658
Comoros,COM,2021-05-11,0.1658
Comoros,COM,2021-05-12,0.1658
Comoros,COM,2021-05-13,0.1456
Comoros,COM,2021-05-14,0.1253
Comoros,COM,2021-05-15,0.10500000000000001
Comoros,COM,2021-05-16,0.0848
Comoros,COM,2021-05-17,0.0645
Comoros,COM,2021-05-18,0.0442
Comoros,COM,2021-05-19,0.0942
Comoros,COM,2021-05-20,0.1646
Comoros,COM,2021-05-21,0.2348
Congo,COG,2021-04-15,0.0154
Congo,COG,2021-04-16,0.0154
Congo,COG,2021-04-17,0.0154
Congo,COG,2021-04-18,0.0154
Congo,COG,2021-04-19,0.0154
Congo,COG,2021-04-20,0.0154
Congo,COG,2021-04-21,0.0154
Congo,COG,2021-04-22,0.0154
Congo,COG,2021-04-23,0.0154
Congo,COG,2021-04-24,0.0154
Congo,COG,2021-04-25,0.0154
Congo,COG,2021-04-26,0.0154
Congo,COG,2021-04-27,0.0154
Congo,COG,2021-04-28,0.0154
Congo,COG,2021-04-29,0.0154
Congo,COG,2021-04-30,0.0154
Congo,COG,2021-05-01,0.0154
Congo,COG,2021-05-02,0.0154
Congo,COG,2021-05-03,0.0154
Congo,COG,2021-05-04,0.0154
Congo,COG,2021-05-05,0.0154
Congo,COG,2021-05-06,0.0154
Congo,COG,2021-05-07,0.0154
Congo,COG,2021-05-08,0.0154
Congo,COG,2021-05-09,0.0154
Congo,COG,2021-05-10,0.0154
Congo,COG,2021-05-11,0.0154
Congo,COG,2021-05-12,0.0154
Congo,COG,2021-05-13,0.013300000000000001
Congo,COG,2021-05-14,0.0111
Congo,COG,2021-05-15,0.009000000000000001
Congo,COG,2021-05-16,0.0068000000000000005
Congo,COG,2021-05-17,0.0047
Congo,COG,2021-05-18,0.0025
Costa Rica,CRI,2020-12-25,0.0047
Costa Rica,CRI,2020-12-26,0.0047
Costa Rica,CRI,2020-12-27,0.0047
Costa Rica,CRI,2020-12-28,0.0047
Costa Rica,CRI,2020-12-29,0.0047
Costa Rica,CRI,2020-12-30,0.0047
Costa Rica,CRI,2020-12-31,0.0047
Costa Rica,CRI,2021-01-01,0.0047
Costa Rica,CRI,2021-01-02,0.0047
Costa Rica,CRI,2021-01-03,0.0047
Costa Rica,CRI,2021-01-04,0.0081
Costa Rica,CRI,2021-01-05,0.0115
Costa Rica,CRI,2021-01-06,0.015000000000000001
Costa Rica,CRI,2021-01-07,0.0184
Costa Rica,CRI,2021-01-08,0.0218
Costa Rica,CRI,2021-01-09,0.027200000000000002
Costa Rica,CRI,2021-01-10,0.032600000000000004
Costa Rica,CRI,2021-01-11,0.0345
Costa Rica,CRI,2021-01-12,0.036500000000000005
Costa Rica,CRI,2021-01-13,0.0385
Costa Rica,CRI,2021-01-14,0.040400000000000005
Costa Rica,CRI,2021-01-15,0.0424
Costa Rica,CRI,2021-01-16,0.040600000000000004
Costa Rica,CRI,2021-01-17,0.038700000000000005
Costa Rica,CRI,2021-01-18,0.0369
Costa Rica,CRI,2021-01-19,0.038400000000000004
Costa Rica,CRI,2021-01-20,0.0398
Costa Rica,CRI,2021-01-21,0.0413
Costa Rica,CRI,2021-01-22,0.0427
Costa Rica,CRI,2021-01-23,0.046
Costa Rica,CRI,2021-01-24,0.049300000000000004
Costa Rica,CRI,2021-01-25,0.0526
Costa Rica,CRI,2021-01-26,0.0489
Costa Rica,CRI,2021-01-27,0.045200000000000004
Costa Rica,CRI,2021-01-28,0.0415
Costa Rica,CRI,2021-01-29,0.0379
Costa Rica,CRI,2021-01-30,0.0342
Costa Rica,CRI,2021-01-31,0.030500000000000003
Costa Rica,CRI,2021-02-01,0.0269
Costa Rica,CRI,2021-02-02,0.030000000000000002
Costa Rica,CRI,2021-02-03,0.033100000000000004
Costa Rica,CRI,2021-02-04,0.0363
Costa Rica,CRI,2021-02-05,0.039400000000000004
Costa Rica,CRI,2021-02-06,0.0425
Costa Rica,CRI,2021-02-07,0.045700000000000005
Costa Rica,CRI,2021-02-08,0.0488
Costa Rica,CRI,2021-02-09,0.0506
Costa Rica,CRI,2021-02-10,0.0524
Costa Rica,CRI,2021-02-11,0.0541
Costa Rica,CRI,2021-02-12,0.055900000000000005
Costa Rica,CRI,2021-02-13,0.0577
Costa Rica,CRI,2021-02-14,0.059500000000000004
Costa Rica,CRI,2021-02-15,0.061200000000000004
Costa Rica,CRI,2021-02-16,0.054200000000000005
Costa Rica,CRI,2021-02-17,0.0471
Costa Rica,CRI,2021-02-18,0.040100000000000004
Costa Rica,CRI,2021-02-19,0.033
Costa Rica,CRI,2021-02-20,0.026000000000000002
Costa Rica,CRI,2021-02-21,0.0189
Costa Rica,CRI,2021-02-22,0.0119
Costa Rica,CRI,2021-02-23,0.0297
Costa Rica,CRI,2021-02-24,0.047400000000000005
Costa Rica,CRI,2021-02-25,0.06520000000000001
Costa Rica,CRI,2021-02-26,0.083
Costa Rica,CRI,2021-02-27,0.1008
Costa Rica,CRI,2021-02-28,0.11860000000000001
Costa Rica,CRI,2021-03-01,0.1364
Costa Rica,CRI,2021-03-02,0.1474
Costa Rica,CRI,2021-03-03,0.1583
Costa Rica,CRI,2021-03-04,0.1693
Costa Rica,CRI,2021-03-05,0.18030000000000002
Costa Rica,CRI,2021-03-06,0.1714
Costa Rica,CRI,2021-03-07,0.1625
Costa Rica,CRI,2021-03-08,0.15360000000000001
Costa Rica,CRI,2021-03-09,0.1492
Costa Rica,CRI,2021-03-10,0.1447
Costa Rica,CRI,2021-03-11,0.1403
Costa Rica,CRI,2021-03-12,0.1359
Costa Rica,CRI,2021-03-13,0.1312
Costa Rica,CRI,2021-03-14,0.12660000000000002
Costa Rica,CRI,2021-03-15,0.12200000000000001
Costa Rica,CRI,2021-03-16,0.1217
Costa Rica,CRI,2021-03-17,0.12150000000000001
Costa Rica,CRI,2021-03-18,0.1212
Costa Rica,CRI,2021-03-19,0.12090000000000001
Costa Rica,CRI,2021-03-20,0.1408
Costa Rica,CRI,2021-03-21,0.16060000000000002
Costa Rica,CRI,2021-03-22,0.1804
Costa Rica,CRI,2021-03-23,0.2046
Costa Rica,CRI,2021-03-24,0.2288
Costa Rica,CRI,2021-03-25,0.22340000000000002
Costa Rica,CRI,2021-03-26,0.2179
Costa Rica,CRI,2021-03-27,0.21250000000000002
Costa Rica,CRI,2021-03-28,0.2071
Costa Rica,CRI,2021-03-29,0.20170000000000002
Costa Rica,CRI,2021-03-30,0.194
Costa Rica,CRI,2021-03-31,0.1864
Costa Rica,CRI,2021-04-01,0.2083
Costa Rica,CRI,2021-04-02,0.23020000000000002
Costa Rica,CRI,2021-04-03,0.2521
Costa Rica,CRI,2021-04-04,0.274
Costa Rica,CRI,2021-04-05,0.2959
Costa Rica,CRI,2021-04-06,0.2959
Costa Rica,CRI,2021-04-07,0.2919
Costa Rica,CRI,2021-04-08,0.2879
Costa Rica,CRI,2021-04-09,0.28390000000000004
Costa Rica,CRI,2021-04-10,0.27990000000000004
Costa Rica,CRI,2021-04-11,0.27590000000000003
Costa Rica,CRI,2021-04-12,0.27190000000000003
Costa Rica,CRI,2021-04-13,0.2743
Costa Rica,CRI,2021-04-14,0.2807
Costa Rica,CRI,2021-04-15,0.2871
Costa Rica,CRI,2021-04-16,0.29350000000000004
Costa Rica,CRI,2021-04-17,0.2999
Costa Rica,CRI,2021-04-18,0.3064
Costa Rica,CRI,2021-04-19,0.3128
Costa Rica,CRI,2021-04-20,0.3164
Costa Rica,CRI,2021-04-21,0.32
Costa Rica,CRI,2021-04-22,0.3236
Costa Rica,CRI,2021-04-23,0.3272
Costa Rica,CRI,2021-04-24,0.3309
Costa Rica,CRI,2021-04-25,0.3345
Costa Rica,CRI,2021-04-26,0.3381
Costa Rica,CRI,2021-04-27,0.34240000000000004
Costa Rica,CRI,2021-04-28,0.3468
Costa Rica,CRI,2021-04-29,0.3511
Costa Rica,CRI,2021-04-30,0.3554
Costa Rica,CRI,2021-05-01,0.3597
Costa Rica,CRI,2021-05-02,0.36410000000000003
Costa Rica,CRI,2021-05-03,0.3684
Costa Rica,CRI,2021-05-04,0.3733
Costa Rica,CRI,2021-05-05,0.3783
Costa Rica,CRI,2021-05-06,0.38320000000000004
Costa Rica,CRI,2021-05-07,0.3881
Costa Rica,CRI,2021-05-08,0.3931
Costa Rica,CRI,2021-05-09,0.398
Costa Rica,CRI,2021-05-10,0.40290000000000004
Costa Rica,CRI,2021-05-11,0.4086
Costa Rica,CRI,2021-05-12,0.41440000000000005
Costa Rica,CRI,2021-05-13,0.42010000000000003
Costa Rica,CRI,2021-05-14,0.4258
Costa Rica,CRI,2021-05-15,0.43160000000000004
Costa Rica,CRI,2021-05-16,0.4373
Costa Rica,CRI,2021-05-17,0.443
Cote d'Ivoire,CIV,2021-03-02,0.0016
Cote d'Ivoire,CIV,2021-03-03,0.0016
Cote d'Ivoire,CIV,2021-03-04,0.0016
Cote d'Ivoire,CIV,2021-03-05,0.0016
Cote d'Ivoire,CIV,2021-03-06,0.0016
Cote d'Ivoire,CIV,2021-03-07,0.0016
Cote d'Ivoire,CIV,2021-03-08,0.0016
Cote d'Ivoire,CIV,2021-03-09,0.0021000000000000003
Cote d'Ivoire,CIV,2021-03-10,0.0043
Cote d'Ivoire,CIV,2021-03-11,0.0049
Cote d'Ivoire,CIV,2021-03-12,0.0055000000000000005
Cote d'Ivoire,CIV,2021-03-13,0.0061
Cote d'Ivoire,CIV,2021-03-14,0.0067
Cote d'Ivoire,CIV,2021-03-15,0.0066
Cote d'Ivoire,CIV,2021-03-16,0.0071
Cote d'Ivoire,CIV,2021-03-17,0.0056
Cote d'Ivoire,CIV,2021-03-18,0.0056
Cote d'Ivoire,CIV,2021-03-19,0.0057
Cote d'Ivoire,CIV,2021-03-20,0.0058000000000000005
Cote d'Ivoire,CIV,2021-03-21,0.0053
Cote d'Ivoire,CIV,2021-03-22,0.005200000000000001
Cote d'Ivoire,CIV,2021-03-23,0.0047
Cote d'Ivoire,CIV,2021-03-24,0.0048000000000000004
Cote d'Ivoire,CIV,2021-03-25,0.0048000000000000004
Cote d'Ivoire,CIV,2021-03-26,0.0047
Cote d'Ivoire,CIV,2021-03-27,0.005
Cote d'Ivoire,CIV,2021-03-28,0.005
Cote d'Ivoire,CIV,2021-03-29,0.005200000000000001
Cote d'Ivoire,CIV,2021-03-30,0.0061
Cote d'Ivoire,CIV,2021-03-31,0.0066
Cote d'Ivoire,CIV,2021-04-01,0.0071
Cote d'Ivoire,CIV,2021-04-02,0.0077
Cote d'Ivoire,CIV,2021-04-03,0.0079
Cote d'Ivoire,CIV,2021-04-04,0.0085
Cote d'Ivoire,CIV,2021-04-05,0.0083
Cote d'Ivoire,CIV,2021-04-06,0.0068000000000000005
Cote d'Ivoire,CIV,2021-04-07,0.0061
Cote d'Ivoire,CIV,2021-04-08,0.0056
Cote d'Ivoire,CIV,2021-04-09,0.008400000000000001
Cote d'Ivoire,CIV,2021-04-10,0.01
Cote d'Ivoire,CIV,2021-04-11,0.010400000000000001
Cote d'Ivoire,CIV,2021-04-12,0.013000000000000001
Cote d'Ivoire,CIV,2021-04-13,0.0155
Cote d'Ivoire,CIV,2021-04-14,0.0173
Cote d'Ivoire,CIV,2021-04-15,0.018500000000000003
Cote d'Ivoire,CIV,2021-04-16,0.016800000000000002
Cote d'Ivoire,CIV,2021-04-17,0.0146
Cote d'Ivoire,CIV,2021-04-18,0.014100000000000001
Cote d'Ivoire,CIV,2021-04-19,0.013300000000000001
Cote d'Ivoire,CIV,2021-04-20,0.0125
Cote d'Ivoire,CIV,2021-04-21,0.0117
Cote d'Ivoire,CIV,2021-04-22,0.0118
Cote d'Ivoire,CIV,2021-04-23,0.0115
Cote d'Ivoire,CIV,2021-04-24,0.0128
Cote d'Ivoire,CIV,2021-04-25,0.013000000000000001
Cote d'Ivoire,CIV,2021-04-26,0.011600000000000001
Cote d'Ivoire,CIV,2021-04-27,0.0131
Cote d'Ivoire,CIV,2021-04-28,0.0148
Cote d'Ivoire,CIV,2021-04-29,0.016900000000000002
Cote d'Ivoire,CIV,2021-04-30,0.0194
Cote d'Ivoire,CIV,2021-05-01,0.022600000000000002
Cote d'Ivoire,CIV,2021-05-02,0.024
Cote d'Ivoire,CIV,2021-05-03,0.0264
Cote d'Ivoire,CIV,2021-05-04,0.031100000000000003
Cote d'Ivoire,CIV,2021-05-05,0.0352
Cote d'Ivoire,CIV,2021-05-06,0.0405
Cote d'Ivoire,CIV,2021-05-07,0.047
Cote d'Ivoire,CIV,2021-05-08,0.0505
Cote d'Ivoire,CIV,2021-05-09,0.0539
Cote d'Ivoire,CIV,2021-05-10,0.0534
Cote d'Ivoire,CIV,2021-05-11,0.0528
Cote d'Ivoire,CIV,2021-05-12,0.051500000000000004
Cote d'Ivoire,CIV,2021-05-13,0.043500000000000004
Cote d'Ivoire,CIV,2021-05-14,0.0356
Cote d'Ivoire,CIV,2021-05-15,0.037200000000000004
Cote d'Ivoire,CIV,2021-05-16,0.0385
Cote d'Ivoire,CIV,2021-05-17,0.0395
Cote d'Ivoire,CIV,2021-05-18,0.0463
Cote d'Ivoire,CIV,2021-05-19,0.0534
Cote d'Ivoire,CIV,2021-05-20,0.06670000000000001
Cote d'Ivoire,CIV,2021-05-21,0.079
Croatia,HRV,2020-12-31,0.0269
Croatia,HRV,2021-01-01,0.0269
Croatia,HRV,2021-01-02,0.0269
Croatia,HRV,2021-01-03,0.0269
Croatia,HRV,2021-01-04,0.0252
Croatia,HRV,2021-01-05,0.0241
Croatia,HRV,2021-01-06,0.0325
Croatia,HRV,2021-01-07,0.0405
Croatia,HRV,2021-01-08,0.0519
Croatia,HRV,2021-01-09,0.0655
Croatia,HRV,2021-01-10,0.0656
Croatia,HRV,2021-01-11,0.0669
Croatia,HRV,2021-01-12,0.0683
Croatia,HRV,2021-01-13,0.0604
Croatia,HRV,2021-01-14,0.060500000000000005
Croatia,HRV,2021-01-15,0.057600000000000005
Croatia,HRV,2021-01-16,0.0553
Croatia,HRV,2021-01-17,0.0611
Croatia,HRV,2021-01-18,0.0669
Croatia,HRV,2021-01-19,0.0727
Croatia,HRV,2021-01-20,0.0811
Croatia,HRV,2021-01-21,0.0814
Croatia,HRV,2021-01-22,0.0815
Croatia,HRV,2021-01-23,0.0721
Croatia,HRV,2021-01-24,0.0682
Croatia,HRV,2021-01-25,0.06430000000000001
Croatia,HRV,2021-01-26,0.06330000000000001
Croatia,HRV,2021-01-27,0.0596
Croatia,HRV,2021-01-28,0.056
Croatia,HRV,2021-01-29,0.0524
Croatia,HRV,2021-01-30,0.0511
Croatia,HRV,2021-01-31,0.049800000000000004
Croatia,HRV,2021-02-01,0.0485
Croatia,HRV,2021-02-02,0.0468
Croatia,HRV,2021-02-03,0.045000000000000005
Croatia,HRV,2021-02-04,0.0627
Croatia,HRV,2021-02-05,0.058600000000000006
Croatia,HRV,2021-02-06,0.0587
Croatia,HRV,2021-02-07,0.058800000000000005
Croatia,HRV,2021-02-08,0.0589
Croatia,HRV,2021-02-09,0.0567
Croatia,HRV,2021-02-10,0.06810000000000001
Croatia,HRV,2021-02-11,0.0601
Croatia,HRV,2021-02-12,0.062200000000000005
Croatia,HRV,2021-02-13,0.0644
Croatia,HRV,2021-02-14,0.0665
Croatia,HRV,2021-02-15,0.0687
Croatia,HRV,2021-02-16,0.0891
Croatia,HRV,2021-02-17,0.09580000000000001
Croatia,HRV,2021-02-18,0.10250000000000001
Croatia,HRV,2021-02-19,0.1165
Croatia,HRV,2021-02-20,0.1305
Croatia,HRV,2021-02-21,0.14450000000000002
Croatia,HRV,2021-02-22,0.1585
Croatia,HRV,2021-02-23,0.1646
Croatia,HRV,2021-02-24,0.17070000000000002
Croatia,HRV,2021-02-25,0.1811
Croatia,HRV,2021-02-26,0.1767
Croatia,HRV,2021-02-27,0.17220000000000002
Croatia,HRV,2021-02-28,0.16770000000000002
Croatia,HRV,2021-03-01,0.1633
Croatia,HRV,2021-03-02,0.1656
Croatia,HRV,2021-03-03,0.168
Croatia,HRV,2021-03-04,0.1661
Croatia,HRV,2021-03-05,0.17
Croatia,HRV,2021-03-06,0.1738
Croatia,HRV,2021-03-07,0.1776
Croatia,HRV,2021-03-08,0.18150000000000002
Croatia,HRV,2021-03-09,0.17900000000000002
Croatia,HRV,2021-03-10,0.1766
Croatia,HRV,2021-03-11,0.1741
Croatia,HRV,2021-03-12,0.185
Croatia,HRV,2021-03-13,0.1966
Croatia,HRV,2021-03-14,0.2083
Croatia,HRV,2021-03-15,0.22
Croatia,HRV,2021-03-16,0.22080000000000002
Croatia,HRV,2021-03-17,0.22160000000000002
Croatia,HRV,2021-03-18,0.2223
Croatia,HRV,2021-03-19,0.2232
Croatia,HRV,2021-03-20,0.2209
Croatia,HRV,2021-03-21,0.2187
Croatia,HRV,2021-03-22,0.2165
Croatia,HRV,2021-03-23,0.2073
Croatia,HRV,2021-03-24,0.1981
Croatia,HRV,2021-03-25,0.189
Croatia,HRV,2021-03-26,0.17980000000000002
Croatia,HRV,2021-03-27,0.1739
Croatia,HRV,2021-03-28,0.168
Croatia,HRV,2021-03-29,0.1918
Croatia,HRV,2021-03-30,0.2225
Croatia,HRV,2021-03-31,0.2533
Croatia,HRV,2021-04-01,0.3069
Croatia,HRV,2021-04-02,0.3493
Croatia,HRV,2021-04-03,0.3382
Croatia,HRV,2021-04-04,0.327
Croatia,HRV,2021-04-05,0.2771
Croatia,HRV,2021-04-06,0.2272
Croatia,HRV,2021-04-07,0.198
Croatia,HRV,2021-04-08,0.1567
Croatia,HRV,2021-04-09,0.1694
Croatia,HRV,2021-04-10,0.2199
Croatia,HRV,2021-04-11,0.22210000000000002
Croatia,HRV,2021-04-12,0.24350000000000002
Croatia,HRV,2021-04-13,0.27490000000000003
Croatia,HRV,2021-04-14,0.2927
Croatia,HRV,2021-04-15,0.34940000000000004
Croatia,HRV,2021-04-16,0.36910000000000004
Croatia,HRV,2021-04-17,0.3735
Croatia,HRV,2021-04-18,0.36660000000000004
Croatia,HRV,2021-04-19,0.3572
Croatia,HRV,2021-04-20,0.3603
Croatia,HRV,2021-04-21,0.3786
Croatia,HRV,2021-04-22,0.35860000000000003
Croatia,HRV,2021-04-23,0.34240000000000004
Croatia,HRV,2021-04-24,0.3292
Croatia,HRV,2021-04-25,0.3552
Croatia,HRV,2021-04-26,0.3504
Croatia,HRV,2021-04-27,0.36200000000000004
Croatia,HRV,2021-04-28,0.3463
Croatia,HRV,2021-04-29,0.4379
Croatia,HRV,2021-04-30,0.4555
Croatia,HRV,2021-05-01,0.42350000000000004
Croatia,HRV,2021-05-02,0.3941
Croatia,HRV,2021-05-03,0.4274
Croatia,HRV,2021-05-04,0.45730000000000004
Croatia,HRV,2021-05-05,0.5336000000000001
Croatia,HRV,2021-05-06,0.5323
Croatia,HRV,2021-05-07,0.6182000000000001
Croatia,HRV,2021-05-08,0.7312000000000001
Croatia,HRV,2021-05-09,0.7752
Croatia,HRV,2021-05-10,0.8101
Croatia,HRV,2021-05-11,0.8428
Croatia,HRV,2021-05-12,0.8639
Croatia,HRV,2021-05-13,0.8441000000000001
Croatia,HRV,2021-05-14,0.8063
Croatia,HRV,2021-05-15,0.7979
Croatia,HRV,2021-05-16,0.7581
Croatia,HRV,2021-05-17,0.7504000000000001
Croatia,HRV,2021-05-18,0.7645000000000001
Croatia,HRV,2021-05-19,0.7751
Croatia,HRV,2021-05-20,0.8056000000000001
Croatia,HRV,2021-05-21,0.8314
Croatia,HRV,2021-05-22,0.8153
Cuba,CUB,2021-05-13,0.8450000000000001
Cuba,CUB,2021-05-14,0.8450000000000001
Cuba,CUB,2021-05-15,0.8450000000000001
Cuba,CUB,2021-05-16,0.8450000000000001
Cuba,CUB,2021-05-17,0.8450000000000001
Cuba,CUB,2021-05-18,0.8450000000000001
Cuba,CUB,2021-05-19,0.8450000000000001
Curacao,CUW,2021-03-30,0.5338
Curacao,CUW,2021-03-31,0.5497000000000001
Curacao,CUW,2021-04-01,0.5545
Curacao,CUW,2021-04-02,0.6368
Curacao,CUW,2021-04-03,0.6862
Curacao,CUW,2021-04-04,0.7191000000000001
Curacao,CUW,2021-04-05,0.7422000000000001
Curacao,CUW,2021-04-06,0.8464
Curacao,CUW,2021-04-07,0.9506
Curacao,CUW,2021-04-08,1.0262
Curacao,CUW,2021-04-09,1.1383
Curacao,CUW,2021-04-10,1.3413000000000002
Curacao,CUW,2021-04-11,1.4845000000000002
Curacao,CUW,2021-04-12,1.6277000000000001
Curacao,CUW,2021-04-13,1.7166000000000001
Curacao,CUW,2021-04-14,1.8446
Curacao,CUW,2021-04-15,2.0932
Curacao,CUW,2021-04-16,2.1036
Curacao,CUW,2021-04-17,2.0719000000000003
Curacao,CUW,2021-04-18,1.9902000000000002
Curacao,CUW,2021-04-19,1.9086
Curacao,CUW,2021-04-20,1.9196000000000002
Curacao,CUW,2021-04-21,1.8562
Curacao,CUW,2021-04-22,1.6984000000000001
Curacao,CUW,2021-04-23,1.6825
Curacao,CUW,2021-04-24,1.7038
Curacao,CUW,2021-04-25,1.5771000000000002
Curacao,CUW,2021-04-26,1.5686
Curacao,CUW,2021-04-27,1.4991
Curacao,CUW,2021-04-28,1.298
Curacao,CUW,2021-04-29,1.4132
Curacao,CUW,2021-04-30,1.3352000000000002
Curacao,CUW,2021-05-01,1.1737
Curacao,CUW,2021-05-02,1.1133
Curacao,CUW,2021-05-03,1.1968
Curacao,CUW,2021-05-04,1.1846
Curacao,CUW,2021-05-05,1.3906
Curacao,CUW,2021-05-06,1.1365
Curacao,CUW,2021-05-07,1.0353
Curacao,CUW,2021-05-08,0.9317000000000001
Curacao,CUW,2021-05-09,1.0396
Curacao,CUW,2021-05-10,0.8336
Curacao,CUW,2021-05-11,0.7526
Curacao,CUW,2021-05-12,0.6307
Curacao,CUW,2021-05-13,0.7477
Curacao,CUW,2021-05-14,0.8726
Curacao,CUW,2021-05-15,1.0366
Curacao,CUW,2021-05-16,1.2358
Curacao,CUW,2021-05-17,1.3522
Curacao,CUW,2021-05-18,1.5332000000000001
Curacao,CUW,2021-05-19,1.6923000000000001
Curacao,CUW,2021-05-20,1.7185000000000001
Curacao,CUW,2021-05-21,1.9482000000000002
Curacao,CUW,2021-05-22,1.9147
Cyprus,CYP,2021-01-07,0.061000000000000006
Cyprus,CYP,2021-01-08,0.061000000000000006
Cyprus,CYP,2021-01-09,0.061000000000000006
Cyprus,CYP,2021-01-10,0.061000000000000006
Cyprus,CYP,2021-01-11,0.0646
Cyprus,CYP,2021-01-12,0.0671
Cyprus,CYP,2021-01-13,0.069
Cyprus,CYP,2021-01-14,0.0717
Cyprus,CYP,2021-01-15,0.0743
Cyprus,CYP,2021-01-16,0.0771
Cyprus,CYP,2021-01-17,0.0859
Cyprus,CYP,2021-01-18,0.092
Cyprus,CYP,2021-01-19,0.0981
Cyprus,CYP,2021-01-20,0.1042
Cyprus,CYP,2021-01-21,0.11030000000000001
Cyprus,CYP,2021-01-22,0.1165
Cyprus,CYP,2021-01-23,0.12250000000000001
Cyprus,CYP,2021-01-24,0.1232
Cyprus,CYP,2021-01-25,0.12380000000000001
Cyprus,CYP,2021-01-26,0.12440000000000001
Cyprus,CYP,2021-01-27,0.125
Cyprus,CYP,2021-01-28,0.1257
Cyprus,CYP,2021-01-29,0.1263
Cyprus,CYP,2021-01-30,0.1268
Cyprus,CYP,2021-01-31,0.1258
Cyprus,CYP,2021-02-01,0.12480000000000001
Cyprus,CYP,2021-02-02,0.1236
Cyprus,CYP,2021-02-03,0.1226
Cyprus,CYP,2021-02-04,0.12150000000000001
Cyprus,CYP,2021-02-05,0.12040000000000001
Cyprus,CYP,2021-02-06,0.1193
Cyprus,CYP,2021-02-07,0.12940000000000002
Cyprus,CYP,2021-02-08,0.1393
Cyprus,CYP,2021-02-09,0.1492
